Balancing Authority,Data Date,Hour Number,Local Time at End of Hour,UTC Time at End of Hour,Demand Forecast (MW),Demand (MW),Net Generation (MW),Total Interchange (MW),Sum(Valid DIBAs) (MW),Demand (MW) (Imputed),Net Generation (MW) (Imputed),Total Interchange (MW) (Imputed),Demand (MW) (Adjusted),Net Generation (MW) (Adjusted),Total Interchange (MW) (Adjusted),Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products,Net Generation (MW) from Hydropower Excluding Pumped Storage,Net Generation (MW) from Pumped Storage,Net Generation (MW) from Solar without Integrated Battery Storage,Net Generation (MW) from Solar with Integrated Battery Storage,Net Generation (MW) from Wind without Integrated Battery Storage,Net Generation (MW) from Wind with Integrated Battery Storage,Net Generation (MW) from Battery Storage,Net Generation (MW) from Other Energy Storage,Net Generation (MW) from Unknown Energy Storage,Net Generation (MW) from Geothermal,Net Generation (MW) from Other Fuel Sources,Net Generation (MW) from Unknown Fuel Sources,Net Generation (MW) from Coal (Imputed),Net Generation (MW) from Natural Gas (Imputed),Net Generation (MW) from Nuclear (Imputed),Net Generation (MW) from All Petroleum Products (Imputed),Net Generation (MW) from Hydropower Excluding Pumped Storage (Imputed),Net Generation (MW) from Pumped Storage (Imputed),Net Generation (MW) from Solar without Integrated Battery Storage (Imputed),Net Generation (MW) from Solar with Integrated Battery Storage (Imputed),Net Generation (MW) from Wind without Integrated Battery Storage (Imputed),Net Generation (MW) from Wind with Integrated Battery Storage (Imputed),Net Generation (MW) from Battery Storage (Imputed),Net Generation (MW) from Other Energy Storage (Imputed),Net Generation (MW) from Unknown Energy Storage (Imputed),Net Generation (MW) from Geothermal (Imputed),Net Generation (MW) from Other Fuel Sources (Imputed),Net Generation (MW) from Coal (Adjusted),Net Generation (MW) from Natural Gas (Adjusted),Net Generation (MW) from Nuclear (Adjusted),Net Generation (MW) from All Petroleum Products (Adjusted),Net Generation (MW) from Hydropower Excluding Pumped Storage (Adjusted),Net Generation (MW) from Pumped Storage  (Adjusted),Net Generation (MW) from Solar without Integrated Battery Storage (Adjusted),Net Generation (MW) from Solar witho Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind without Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind with Integrated Battery Storage (Adjusted),Net Generation (MW) from Battery Storage (Adjusted),Net Generation (MW) from Other Energy Storage (Adjusted),Net Generation (MW) from Unknown Energy Storage (Adjusted),Net Generation (MW) from Geothermal (Adjusted),Net Generation (MW) from Other Fuel Sources (Adjusted),Region
AECI,10/27/2024,12,10/27/2024 12:00,10/27/2024 17:00,1895,1870,1854,-16,-16,,,,1870,1854,-16,1065,703,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,1065,703,,,,,,,86,,,,,,,MIDW
AECI,10/27/2024,13,10/27/2024 13:00,10/27/2024 18:00,1896,1870,1835,-35,-35,,,,1870,1835,-35,1046,698,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,1046,698,,,,,,,91,,,,,,,MIDW
AECI,10/27/2024,14,10/27/2024 14:00,10/27/2024 19:00,1912,1883,1895,12,12,,,,1883,1895,12,1102,694,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,1102,694,,,,,,,99,,,,,,,MIDW
AECI,10/27/2024,15,10/27/2024 15:00,10/27/2024 20:00,1939,1940,1892,-48,-48,,,,1940,1892,-48,1069,687,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,1069,687,,,,,,,136,,,,,,,MIDW
AECI,10/27/2024,16,10/27/2024 16:00,10/27/2024 21:00,1986,1997,1881,-116,-116,,,,1997,1881,-116,1006,683,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,1006,683,,,,,,,192,,,,,,,MIDW
AECI,10/27/2024,17,10/27/2024 17:00,10/27/2024 22:00,2063,2056,2028,-28,-28,,,,2056,2028,-28,1068,714,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,1068,714,,,,,,,246,,,,,,,MIDW
AECI,10/27/2024,18,10/27/2024 18:00,10/27/2024 23:00,2093,2101,2087,-14,-14,,,,2101,2087,-14,1042,777,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,1042,777,,,,,,,268,,,,,,,MIDW
AECI,10/27/2024,19,10/27/2024 19:00,10/28/2024 0:00,2083,2122,2143,21,21,,,,2122,2143,21,1032,781,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,1032,781,,,,,,,330,,,,,,,MIDW
AECI,10/27/2024,20,10/27/2024 20:00,10/28/2024 1:00,2107,2181,2112,-69,-69,,,,2181,2112,-69,985,726,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,985,726,,,,,,,401,,,,,,,MIDW
AECI,10/27/2024,21,10/27/2024 21:00,10/28/2024 2:00,2060,2079,2064,-15,-15,,,,2079,2064,-15,944,688,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,944,688,,,,,,,432,,,,,,,MIDW
AECI,10/27/2024,22,10/27/2024 22:00,10/28/2024 3:00,1951,1986,1922,-64,-64,,,,1986,1922,-64,791,663,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,791,663,,,,,,,468,,,,,,,MIDW
AECI,10/27/2024,23,10/27/2024 23:00,10/28/2024 4:00,1799,1829,1674,-155,-155,,,,1829,1674,-155,618,602,,,,,,,454,,,,,,,,,,,,,,,,,,,,,,,618,602,,,,,,,454,,,,,,,MIDW
AECI,10/27/2024,24,10/28/2024 0:00,10/28/2024 5:00,1652,1682,1573,-109,-109,,,,1682,1573,-109,477,659,,,,,,,437,,,,,,,,,,,,,,,,,,,,,,,477,659,,,,,,,437,,,,,,,MIDW
AECI,10/28/2024,1,10/28/2024 1:00,10/28/2024 6:00,1602,1601,1477,-124,-124,,,,1601,1477,-124,448,612,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,448,612,,,,,,,417,,,,,,,MIDW
AECI,10/28/2024,2,10/28/2024 2:00,10/28/2024 7:00,1559,1555,1426,-129,-129,,,,1555,1426,-129,444,585,,,,,,,397,,,,,,,,,,,,,,,,,,,,,,,444,585,,,,,,,397,,,,,,,MIDW
AECI,10/28/2024,3,10/28/2024 3:00,10/28/2024 8:00,1536,1558,1471,-87,-87,,,,1558,1471,-87,452,598,,,,,,,421,,,,,,,,,,,,,,,,,,,,,,,452,598,,,,,,,421,,,,,,,MIDW
AECI,10/28/2024,4,10/28/2024 4:00,10/28/2024 9:00,1545,1522,1466,-56,-56,,,,1522,1466,-56,443,600,,,,,,,423,,,,,,,,,,,,,,,,,,,,,,,443,600,,,,,,,423,,,,,,,MIDW
AECI,10/28/2024,5,10/28/2024 5:00,10/28/2024 10:00,1594,1605,1523,-82,-82,,,,1605,1523,-82,449,654,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,449,654,,,,,,,420,,,,,,,MIDW
AECI,10/28/2024,6,10/28/2024 6:00,10/28/2024 11:00,1722,1725,1609,-116,-116,,,,1725,1609,-116,572,580,,,,,,,457,,,,,,,,,,,,,,,,,,,,,,,572,580,,,,,,,457,,,,,,,MIDW
AECI,10/28/2024,7,10/28/2024 7:00,10/28/2024 12:00,1923,1910,1909,-1,-1,,,,1910,1909,-1,864,622,,,,,,,423,,,,,,,,,,,,,,,,,,,,,,,864,622,,,,,,,423,,,,,,,MIDW
AECI,10/28/2024,8,10/28/2024 8:00,10/28/2024 13:00,1992,2016,2145,129,129,,,,2016,2145,129,1005,701,,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,1005,701,,,,,,,438,,,,,,,MIDW
AECI,10/28/2024,9,10/28/2024 9:00,10/28/2024 14:00,1974,2015,2023,8,8,,,,2015,2023,8,871,682,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,,871,682,,,,,,,470,,,,,,,MIDW
AECI,10/28/2024,10,10/28/2024 10:00,10/28/2024 15:00,1947,1985,2089,104,104,,,,1985,2089,104,777,857,,,,,,,455,,,,,,,,,,,,,,,,,,,,,,,777,857,,,,,,,455,,,,,,,MIDW
AECI,10/28/2024,11,10/28/2024 11:00,10/28/2024 16:00,1948,2014,2168,154,154,,,,2014,2168,154,873,835,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,873,835,,,,,,,460,,,,,,,MIDW
AECI,10/28/2024,12,10/28/2024 12:00,10/28/2024 17:00,1976,2030,2391,361,361,,,,2030,2391,361,947,957,,,,,,,487,,,,,,,,,,,,,,,,,,,,,,,947,957,,,,,,,487,,,,,,,MIDW
AECI,10/28/2024,13,10/28/2024 13:00,10/28/2024 18:00,2024,2094,2573,479,479,,,,2094,2573,479,1098,990,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,1098,990,,,,,,,485,,,,,,,MIDW
AECI,10/28/2024,14,10/28/2024 14:00,10/28/2024 19:00,2092,2176,2566,390,390,,,,2176,2566,390,1016,1065,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,1016,1065,,,,,,,485,,,,,,,MIDW
AECI,10/28/2024,15,10/28/2024 15:00,10/28/2024 20:00,2186,2233,2767,534,534,,,,2233,2767,534,1076,1180,,,,,,,511,,,,,,,,,,,,,,,,,,,,,,,1076,1180,,,,,,,511,,,,,,,MIDW
AECI,10/28/2024,16,10/28/2024 16:00,10/28/2024 21:00,2282,2335,2769,434,434,,,,2335,2769,434,1134,1188,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,1134,1188,,,,,,,447,,,,,,,MIDW
AECI,10/28/2024,17,10/28/2024 17:00,10/28/2024 22:00,2378,2417,2848,431,431,,,,2417,2848,431,1107,1278,,,,,,,463,,,,,,,,,,,,,,,,,,,,,,,1107,1278,,,,,,,463,,,,,,,MIDW
AECI,10/28/2024,18,10/28/2024 18:00,10/28/2024 23:00,2436,2459,2822,363,363,,,,2459,2822,363,1116,1280,,,,,,,426,,,,,,,,,,,,,,,,,,,,,,,1116,1280,,,,,,,426,,,,,,,MIDW
AECI,10/28/2024,19,10/28/2024 19:00,10/29/2024 0:00,2456,2481,2808,327,327,,,,2481,2808,327,1069,1270,,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,1069,1270,,,,,,,469,,,,,,,MIDW
AECI,10/28/2024,20,10/28/2024 20:00,10/29/2024 1:00,2459,2519,2878,359,359,,,,2519,2878,359,1104,1252,,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,1104,1252,,,,,,,522,,,,,,,MIDW
AECI,10/28/2024,21,10/28/2024 21:00,10/29/2024 2:00,2384,2420,2781,361,361,,,,2420,2781,361,1101,1136,,,,,,,544,,,,,,,,,,,,,,,,,,,,,,,1101,1136,,,,,,,544,,,,,,,MIDW
AECI,10/28/2024,22,10/28/2024 22:00,10/29/2024 3:00,2264,2282,2697,415,415,,,,2282,2697,415,1114,1039,,,,,,,544,,,,,,,,,,,,,,,,,,,,,,,1114,1039,,,,,,,544,,,,,,,MIDW
AECI,10/28/2024,23,10/28/2024 23:00,10/29/2024 4:00,2057,2094,2345,251,251,,,,2094,2345,251,1008,755,,,,,,,582,,,,,,,,,,,,,,,,,,,,,,,1008,755,,,,,,,582,,,,,,,MIDW
AECI,10/28/2024,24,10/29/2024 0:00,10/29/2024 5:00,1870,1925,1971,46,46,,,,1925,1971,46,752,565,,,,,,,654,,,,,,,,,,,,,,,,,,,,,,,752,565,,,,,,,654,,,,,,,MIDW
AECI,10/29/2024,1,10/29/2024 1:00,10/29/2024 6:00,1740,1802,1813,11,11,,,,1802,1813,11,693,442,,,,,,,678,,,,,,,,,,,,,,,,,,,,,,,693,442,,,,,,,678,,,,,,,MIDW
AECI,10/29/2024,2,10/29/2024 2:00,10/29/2024 7:00,1651,1697,1665,-32,-32,,,,1697,1665,-32,545,439,,,,,,,681,,,,,,,,,,,,,,,,,,,,,,,545,439,,,,,,,681,,,,,,,MIDW
AECI,10/29/2024,3,10/29/2024 3:00,10/29/2024 8:00,1591,1659,1589,-70,-70,,,,1659,1589,-70,501,397,,,,,,,691,,,,,,,,,,,,,,,,,,,,,,,501,397,,,,,,,691,,,,,,,MIDW
AECI,10/29/2024,4,10/29/2024 4:00,10/29/2024 9:00,1555,1638,1541,-97,-97,,,,1638,1541,-97,466,384,,,,,,,691,,,,,,,,,,,,,,,,,,,,,,,466,384,,,,,,,691,,,,,,,MIDW
AECI,10/29/2024,5,10/29/2024 5:00,10/29/2024 10:00,1566,1654,1623,-31,-31,,,,1654,1623,-31,519,402,,,,,,,702,,,,,,,,,,,,,,,,,,,,,,,519,402,,,,,,,702,,,,,,,MIDW
AECI,10/29/2024,6,10/29/2024 6:00,10/29/2024 11:00,1663,1751,1877,126,126,,,,1751,1877,126,677,528,,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,677,528,,,,,,,672,,,,,,,MIDW
AECI,10/29/2024,7,10/29/2024 7:00,10/29/2024 12:00,1840,1949,2095,146,146,,,,1949,2095,146,812,638,,,,,,,645,,,,,,,,,,,,,,,,,,,,,,,812,638,,,,,,,645,,,,,,,MIDW
AECI,10/29/2024,8,10/29/2024 8:00,10/29/2024 13:00,1904,2016,2198,182,182,,,,2016,2198,182,920,654,,,,,,,624,,,,,,,,,,,,,,,,,,,,,,,920,654,,,,,,,624,,,,,,,MIDW
AECI,10/29/2024,9,10/29/2024 9:00,10/29/2024 14:00,1945,2022,2277,255,255,,,,2022,2277,255,1040,658,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,1040,658,,,,,,,579,,,,,,,MIDW
AECI,10/29/2024,10,10/29/2024 10:00,10/29/2024 15:00,1980,2076,2409,333,333,,,,2076,2409,333,1145,691,,,,,,,573,,,,,,,,,,,,,,,,,,,,,,,1145,691,,,,,,,573,,,,,,,MIDW
AECI,10/29/2024,11,10/29/2024 11:00,10/29/2024 16:00,2038,2080,2318,238,238,,,,2080,2318,238,957,885,,,,,,,476,,,,,,,,,,,,,,,,,,,,,,,957,885,,,,,,,476,,,,,,,MIDW
AECI,10/29/2024,12,10/29/2024 12:00,10/29/2024 17:00,2113,2255,2454,199,199,,,,2255,2454,199,912,1093,,,,,,,449,,,,,,,,,,,,,,,,,,,,,,,912,1093,,,,,,,449,,,,,,,MIDW
AECI,10/29/2024,13,10/29/2024 13:00,10/29/2024 18:00,2201,2350,2776,426,426,,,,2350,2776,426,1075,1251,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,1075,1251,,,,,,,450,,,,,,,MIDW
AECI,10/29/2024,14,10/29/2024 14:00,10/29/2024 19:00,2292,2397,2903,506,506,,,,2397,2903,506,1165,1285,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,1165,1285,,,,,,,453,,,,,,,MIDW
AECI,10/29/2024,15,10/29/2024 15:00,10/29/2024 20:00,2378,2428,2886,458,458,,,,2428,2886,458,1156,1282,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,1156,1282,,,,,,,448,,,,,,,MIDW
AECI,10/29/2024,16,10/29/2024 16:00,10/29/2024 21:00,2455,2388,2828,440,440,,,,2388,2828,440,1138,1239,,,,,,,451,,,,,,,,,,,,,,,,,,,,,,,1138,1239,,,,,,,451,,,,,,,MIDW
AECI,10/29/2024,17,10/29/2024 17:00,10/29/2024 22:00,2527,2481,2789,308,308,,,,2481,2789,308,1150,1194,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,1150,1194,,,,,,,445,,,,,,,MIDW
AECI,10/29/2024,18,10/29/2024 18:00,10/29/2024 23:00,2540,2383,2666,283,283,,,,2383,2666,283,1141,1215,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,1141,1215,,,,,,,310,,,,,,,MIDW
AECI,10/29/2024,19,10/29/2024 19:00,10/30/2024 0:00,2519,2515,2775,260,260,,,,2515,2775,260,1065,1207,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,1065,1207,,,,,,,503,,,,,,,MIDW
AECI,10/29/2024,20,10/29/2024 20:00,10/30/2024 1:00,2507,2517,2718,201,201,,,,2517,2718,201,1052,1104,,,,,,,562,,,,,,,,,,,,,,,,,,,,,,,1052,1104,,,,,,,562,,,,,,,MIDW
AECI,10/29/2024,21,10/29/2024 21:00,10/30/2024 2:00,2419,2406,2463,57,57,,,,2406,2463,57,1071,821,,,,,,,571,,,,,,,,,,,,,,,,,,,,,,,1071,821,,,,,,,571,,,,,,,MIDW
AECI,10/29/2024,22,10/29/2024 22:00,10/30/2024 3:00,2276,2300,2273,-27,-27,,,,2300,2273,-27,1039,654,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,1039,654,,,,,,,580,,,,,,,MIDW
AECI,10/29/2024,23,10/29/2024 23:00,10/30/2024 4:00,2073,2079,2046,-33,-33,,,,2079,2046,-33,846,622,,,,,,,578,,,,,,,,,,,,,,,,,,,,,,,846,622,,,,,,,578,,,,,,,MIDW
AECI,10/29/2024,24,10/30/2024 0:00,10/30/2024 5:00,1882,1904,1722,-182,-182,,,,1904,1722,-182,708,440,,,,,,,574,,,,,,,,,,,,,,,,,,,,,,,708,440,,,,,,,574,,,,,,,MIDW
AECI,10/30/2024,1,10/30/2024 1:00,10/30/2024 6:00,1825,1783,1631,-152,-152,,,,1783,1631,-152,632,432,,,,,,,567,,,,,,,,,,,,,,,,,,,,,,,632,432,,,,,,,567,,,,,,,MIDW
AECI,10/30/2024,2,10/30/2024 2:00,10/30/2024 7:00,1726,1692,1565,-127,-127,,,,1692,1565,-127,563,442,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,563,442,,,,,,,560,,,,,,,MIDW
AECI,10/30/2024,3,10/30/2024 3:00,10/30/2024 8:00,1659,1646,1470,-176,-176,,,,1646,1470,-176,483,436,,,,,,,551,,,,,,,,,,,,,,,,,,,,,,,483,436,,,,,,,551,,,,,,,MIDW
AECI,10/30/2024,4,10/30/2024 4:00,10/30/2024 9:00,1627,1608,1411,-197,-197,,,,1608,1411,-197,473,395,,,,,,,543,,,,,,,,,,,,,,,,,,,,,,,473,395,,,,,,,543,,,,,,,MIDW
AECI,10/30/2024,5,10/30/2024 5:00,10/30/2024 10:00,1631,1623,1441,-182,-182,,,,1623,1441,-182,500,399,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,,500,399,,,,,,,542,,,,,,,MIDW
AECI,10/30/2024,6,10/30/2024 6:00,10/30/2024 11:00,1726,1589,1694,105,105,,,,1589,1694,105,787,515,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,787,515,,,,,,,392,,,,,,,MIDW
AECI,10/30/2024,7,10/30/2024 7:00,10/30/2024 12:00,1910,1919,2245,326,326,,,,1919,2245,326,1050,668,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,,1050,668,,,,,,,527,,,,,,,MIDW
AECI,10/30/2024,8,10/30/2024 8:00,10/30/2024 13:00,1969,1968,2277,309,309,,,,1968,2277,309,1045,705,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,,1045,705,,,,,,,527,,,,,,,MIDW
AECI,10/30/2024,9,10/30/2024 9:00,10/30/2024 14:00,2017,1944,2259,315,315,,,,1944,2259,315,917,796,,,,,,,546,,,,,,,,,,,,,,,,,,,,,,,917,796,,,,,,,546,,,,,,,MIDW
AECI,10/30/2024,10,10/30/2024 10:00,10/30/2024 15:00,2067,1979,2495,516,516,,,,1979,2495,516,1028,901,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,1028,901,,,,,,,566,,,,,,,MIDW
AECI,10/30/2024,11,10/30/2024 11:00,10/30/2024 16:00,2129,2074,2327,253,253,,,,2074,2327,253,923,850,,,,,,,554,,,,,,,,,,,,,,,,,,,,,,,923,850,,,,,,,554,,,,,,,MIDW
AECI,10/30/2024,12,10/30/2024 12:00,10/30/2024 17:00,2221,2130,2609,479,479,,,,2130,2609,479,1051,974,,,,,,,584,,,,,,,,,,,,,,,,,,,,,,,1051,974,,,,,,,584,,,,,,,MIDW
AECI,10/30/2024,13,10/30/2024 13:00,10/30/2024 18:00,2313,2227,2663,436,436,,,,2227,2663,436,1067,997,,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,1067,997,,,,,,,599,,,,,,,MIDW
AECI,10/30/2024,14,10/30/2024 14:00,10/30/2024 19:00,2413,2310,2658,348,348,,,,2310,2658,348,1008,1102,,,,,,,548,,,,,,,,,,,,,,,,,,,,,,,1008,1102,,,,,,,548,,,,,,,MIDW
AECI,10/30/2024,15,10/30/2024 15:00,10/30/2024 20:00,2486,2362,2620,258,258,,,,2362,2620,258,1012,1115,,,,,,,493,,,,,,,,,,,,,,,,,,,,,,,1012,1115,,,,,,,493,,,,,,,MIDW
AECI,10/30/2024,16,10/30/2024 16:00,10/30/2024 21:00,2546,2345,2462,117,117,,,,2345,2462,117,1084,1117,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,1084,1117,,,,,,,261,,,,,,,MIDW
AECI,10/30/2024,17,10/30/2024 17:00,10/30/2024 22:00,2599,2390,2582,192,192,,,,2390,2582,192,1061,1204,,,,,,,317,,,,,,,,,,,,,,,,,,,,,,,1061,1204,,,,,,,317,,,,,,,MIDW
AECI,10/30/2024,18,10/30/2024 18:00,10/30/2024 23:00,2590,2391,2695,304,304,,,,2391,2695,304,1118,1250,,,,,,,327,,,,,,,,,,,,,,,,,,,,,,,1118,1250,,,,,,,327,,,,,,,MIDW
AECI,10/30/2024,19,10/30/2024 19:00,10/31/2024 0:00,2528,2447,2760,313,313,,,,2447,2760,313,1147,1427,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,1147,1427,,,,,,,186,,,,,,,MIDW
